1,0,0,1,0,13
2,0,0,1,0,13
3,0,0,1,0,13
4,0,0,1,0,13
5,0,0,1,0,13
6,0,0,1,0,13
7,0,0,1,0,13
8,0,0,1,0,13
9,0,0,1,0,13
10,0,0,1,0,13
11,0,0,1,0,13
12,0,0,1,0,13
13,0,0,1,0,13
14,0,0,1,0,13
15,0,0,1,0,13
16,0,0,1,0,13
17,0,0,1,0,13
18,0,0,1,0,13
19,0,0,1,0,13
20,0,0,1,0,13
21,0,0,1,0,13
22,0,0,1,0,13
23,0,0,1,0,13
24,0,0,1,0,13
25,0,0,1,0,13
26,0,0,1,0,13
27,0,0,1,0,13
28,0,0,1,0,13
29,0,0,1,0,13
30,0,0,1,0,13
31,0,0,1,0,13
32,0,0,1,0,13
33,0,0,1,0,13
34,0,0,1,0,13
35,0,0,1,0,13
36,0,0,1,0,13
37,0,0,1,0,13
38,0,0,1,0,13
39,0,0,1,0,13
40,0,0,1,0,13
41,0,0,1,0,13
42,0,0,1,0,13
43,0,0,1,0,13
44,0,0,1,0,13
45,0,0,1,0,13
46,0,0,1,0,13
47,0,0,1,0,13
48,0,0,1,0,13
49,0,0,1,0,13
50,0,0,1,0,13
平均,0.0,0.0,1.0,0.0,13.0
总时间,0,0,1.0,0,13
